Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Roll Wala,https://www.zomato.com/kolkata/roll-wala-new-town,Rolls,"New Town, Kolkata",,"DH/01 03/01, DH Block, Action Area I, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,9,,,,100
Flavor De Goa,https://www.zomato.com/kolkata/flavor-de-goa-1-kestopur,"Goan, Continental, Oriental, North Indian","Kestopur, Kolkata",,"Plot-247, Krishnapur Main Road, Tarulia, Near Muktar Math, Kestopur, Kolkata",9.19008E+11,1,0,0,0,-,0,4,44,,,,250
Bhojohori Manna Restaurants,https://www.zomato.com/kolkata/bhojohori-manna-restaurants-new-town,Bengali,"New Town, Kolkata",Opens at 12noon,"Shop 161, Block C, Action Area 3, Opposite Karigari Bhawan, New Town, Kolkata",9.19836E+11,1,1,0,0,-,0,-,0,,,,150
Pizza Box ,https://www.zomato.com/kolkata/pizza-box-baguihati,"Fast Food, Pizza, Burger, Sandwich, Street Food, Desserts, Beverages","Baguihati, Kolkata",,"Duhita Apartment, Ground Floor, Teghoria Main Road, Baguihati, Kolkata",9.18778E+11,1,0,0,0,-,0,-,1,,,,200
Poached Onion,https://www.zomato.com/kolkata/poached-onion-1-sector-3-salt-lake,"Kebab, Mughlai, North Indian","Sector 3, Salt Lake, Kolkata",,"298A, FE Block, Sector 3, Salt Lake, Kolkata",9.19675E+11,1,0,0,0,-,0,-,2,,,,200
Seven Star,https://www.zomato.com/kolkata/seven-star-1-new-town,"North Indian, Chinese","New Town, Kolkata",,"Chinar Park, Atghara, Tarafdarpara, Rajarhat, Gopalpur, New Town, Kolkata",9.16289E+11,1,0,0,0,-,0,-,11,,,,200
Liquor Chakna,https://www.zomato.com/kolkata/liquor-chakna-1-new-town,"Chinese, North Indian, BBQ, Fast Food","New Town, Kolkata",,"Dg 12/06/327, Bidhannagar-rajarhat, New Town, Kolkata",9.19831E+11,1,0,0,0,-,0,-,0,,,,300
The Olive Branch,https://www.zomato.com/kolkata/the-olive-branch-2-dum-dum,Continental,"Dum Dum, Kolkata",,"130, Harijan Basti, Airport Gate 2, Dum Dum, Kolkata",9.181E+11,1,0,0,0,-,0,-,0,,,,250
Broccoli Pizza and Pasta,https://www.zomato.com/kolkata/broccoli-pizza-and-pasta-chinar-park,"Italian, Pizza, Salad, Pasta","Chinar Park, Kolkata",Opens at 10am,"Premises 22-1111, Block - C, 2nd Floor, City Centre - II, Rajarhat, Chinar Park, Kolkata",9.1983E+11,1,1,1,0,-,1,-,0,,,,800
Mughliana,https://www.zomato.com/kolkata/mughliana-sector-4-salt-lake,"Biryani, Mughlai, North Indian","Sector 4, Salt Lake, Kolkata",Opens at 12:30pm,"Premises E-164, Ground Floor, Sukantnagar, Sector 4, Salt Lake, Kolkata",9.18101E+11,1,1,0,0,3.7,6,-,5,,,,500
Madina's Biryani,https://www.zomato.com/kolkata/madinas-biryani-new-town,"Biryani, North Indian","New Town, Kolkata",,"DH/01 03/01, DH Block, Action Area I, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,2,,,,150
Tiffin Wala,https://www.zomato.com/kolkata/tiffin-wala-kestopur,Bengali,"Kestopur, Kolkata",,"Dag 4036, Khatian 1482, 1162/98/99, Krishnapur, Christian Para, Near Yubak Samit, Kestopur, Kolkata",9.18017E+11,1,0,0,0,-,0,-,1,,,,100
Anas Shimla Biryani,https://www.zomato.com/kolkata/anas-shimla-biryani-chinar-park,Biryani,"Chinar Park, Kolkata",,"Ground Floor, Atghara, Rajarhat Main Road, Chinar Park, Kolkata",9.16377E+11,1,0,0,0,-,0,-,1,,,,150
Shaade Gandhe Bengali,https://www.zomato.com/kolkata/shaade-gandhe-bengali-new-town,"North Indian, Bengali, Sandwich, Fast Food","New Town, Kolkata",,"Jothbhi, Hatgacha, KLC Bamanghata, New Town, Kolkata",9.18343E+11,1,0,0,0,-,0,-,0,,,,150
Just Few Minute,https://www.zomato.com/kolkata/just-few-minute-new-town,"Bengali, North Indian, Seafood, Chinese, Beverages","New Town, Kolkata",,"Jothbhim, KLC Bamanghata, Near Omni Tulsi, New Town, Kolkata",9.18343E+11,1,0,0,0,-,0,-,0,,,,150
Zaika,https://www.zomato.com/kolkata/zaika-1-chinar-park,"Chinese, Mughlai, Biryani, Bengali","Chinar Park, Kolkata",,"3, Zakaria St, Dash Drone, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,1,,,,200
Zomoz - The Momo Company,https://www.zomato.com/kolkata/zomoz-the-momo-company-chinar-park,"Momos, Fast Food","Chinar Park, Kolkata",,"Ghoshdata Para Hatiara, Near Swami Vivekananda School, Chinar Park, Kolkata",9.18698E+11,1,0,0,0,-,0,-,0,,,,200
Pind Punjabi Express,https://www.zomato.com/kolkata/pind-punjabi-express-new-town,"Mughlai, Chinese","New Town, Kolkata",,"CC-108, Ground Floor, MIG 1, Action Area 1C, New Town, Kolkata",9.18982E+11,1,0,0,0,-,0,3.5,19,,,"Worth the Money, Great Portions, Timely Service, Delicious Food",250
Oh Boeh!,https://www.zomato.com/kolkata/oh-boeh-new-town,"Burger, Fast Food","New Town, Kolkata",,"Sardarpara, Opposite TCS Gitanjali, Jamshedji Tata Road, Action Area 2, New Town, Kolkata",9.1744E+11,1,0,0,0,-,0,-,0,,,,150
One Cup Cappuccino,https://www.zomato.com/kolkata/one-cup-cappuccino-chinar-park,"Salad, Healthy Food, Fast Food","Chinar Park, Kolkata",Opens at 10:30am,"ASR 19, Astra Towers, Akhanka More, Newtown Actionarea, Chinar Park, Kolkata",9.1933E+11,1,1,1,0,-,2,-,4,,,,500
Live Fried Chicken,https://www.zomato.com/kolkata/live-fried-chicken-new-town,"Burger, Fast Food, Sandwich","New Town, Kolkata",,"33, Mouja Chakpanchuria Village, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,150
Raj Banaliana,https://www.zomato.com/kolkata/raj-banaliana-12-sector-5-salt-lake,"Asian, Bengali","Sector 5, Salt Lake, Kolkata",24 Hours (Today),"PN 8, Mahis Bathan, Sector 5, Salt Lake, Kolkata",9.19875E+11,1,1,0,0,-,0,-,1,,,,50
Mnky Huse,https://www.zomato.com/kolkata/mnky-huse-new-town,"Fast Food, Italian, Chinese, North Indian, Kebab, Desserts, Beverages","New Town, Kolkata",Opens at 10:30am,"DGK 220, 2nd Floor, DLF The Galleria, New Town, Kolkata",9.1744E+11,1,1,1,0,-,0,-,0,,,"Amazing Interiors, Best in Service, Sanitised Service, Comforting Atmosphere, Healthy and Delicious, Fresh Food with Good Quality",1200
Hunger's Stop,https://www.zomato.com/kolkata/hungers-stop-baguihati,"Sandwich, Fast Food, Beverages","Baguihati, Kolkata",,"Flat-506, Block B, 5th Floor, Safe Tower T-19, Tegharia Main Road, Rajarhat, Baguihati, Kolkata",9.19874E+11,1,0,0,0,-,0,-,0,,,,100
Super Haji Biryani,https://www.zomato.com/kolkata/super-haji-biryani-baguihati,"Biryani, North Indian","Baguihati, Kolkata",24 Hours (Today),"100, Lakshmi Narayan Road, Dumdum Cantonment, Baguihati, Kolkata",9.17003E+11,1,1,0,0,-,0,-,0,,,,100
Oriental Express,https://www.zomato.com/kolkata/oriental-express-kestopur,Fast Food,"Kestopur, Kolkata",,"Plot 247, Krishnapur Main Road, Tarulia, Near Muktsar Math, Kestopur, Kolkata",9.19008E+11,1,0,0,0,-,0,-,0,,,,150
D'Fatty Panda,https://www.zomato.com/kolkata/dfatty-panda-new-town,"Chinese, Momos","New Town, Kolkata",Opens at 12noon,"A36, NKDA Market, Opposite Unitech Gate 1, New Town, Kolkata",9.19073E+11,1,1,0,0,-,0,-,0,,,,300
German Cafe & Bistro,https://www.zomato.com/kolkata/german-cafe-bistro-new-town,"Fast Food, Chinese, Pizza, Pasta, Beverages","Axis Mall, New Town, Kolkata",Opens at 11am,"CF-9, Ground Floor, Axis Mall, Action Area 1, New Town, Kolkata",9.19832E+11,1,1,1,0,3.1,13,-,9,,,"Amazing Interiors, Best in Service, Served Quickly, Good Quality, Ambience, Quantity",400
Saanvi's Kitchen,https://www.zomato.com/kolkata/saanvis-kitchen-sector-5-salt-lake,"North Indian, Chinese, South Indian, Rolls","Sector 5, Salt Lake, Kolkata",7am – 2am (Today),"NP-279, Nayapatti, Sector 5, Salt Lake, Kolkata",9.17044E+11,1,1,1,0,3.5,51,3.5,587,,,"Amazing Food, Cute Packaging, Worth the Money, Great Portions, Delicious Food, Timely Service",350
Mughals Saltanat,https://www.zomato.com/kolkata/mughals-saltanat-chinar-park,"Fast Food, Street Food","Chinar Park, Kolkata",,"Ward 32, Near Rajarhat Main Road, Dash Drone, North Twenty Four Parganas, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,5,,,,50
Royal Biryani Hub ,https://www.zomato.com/kolkata/royal-biryani-hub-chinar-park,Biryani,"Chinar Park, Kolkata",,"Atghara, Majher Para, Chinar Park, Kolkata",9.18479E+11,1,0,0,0,-,0,-,0,,,,250
Kolkata Fried Chicken ,https://www.zomato.com/kolkata/kolkata-fried-chicken-new-town,"Pizza, Burger, Fast Food","New Town, Kolkata","12midnight – 8:59am, 9am – 12midnight (Today)","Chakpanchuria Village, Patharghata, New Town, Kolkata",9.1629E+11,1,1,1,0,-,0,-,0,,,,350
Friday Chicken Co.,https://www.zomato.com/kolkata/friday-chicken-co-new-town,"Fast Food, Continental","New Town, Kolkata",,"Sardarpara, Opposite TCS Gitanjali, Jamshedji Tata Road, Action Area 2, New Town, Kolkata",9.1744E+11,1,0,0,0,-,0,-,0,,,,150
Da Jee's Kitchen,https://www.zomato.com/kolkata/da-jees-kitchen-new-town,"Biryani, North Indian","New Town, Kolkata",,"Action Area 3, Patharghata, Near High School, New Town, Kolkata",9.19123E+11,1,0,0,0,-,0,-,0,,,,150
The Drunken Monkey,https://www.zomato.com/kolkata/the-drunken-monkey-kaikhali,"Continental, Chinese","O2 VIP - VIP Road, Kolkata",Opens at 12noon,"O2 VIP, 643, Ramkrishna Pally, V.I.P. Road, Kaikhali, Kolkata",9.19674E+11,1,1,1,0,4.1,733,3.8,208,,"Dragon Chicken, Cocktail, Beer, Drink, Fries, Brownie","Bartender, Happy Hour, Dj, Bar Counter, Good Options, Live Music",1600
Where's The Pizza,https://www.zomato.com/kolkata/wheres-the-pizza-new-town,"Chinese, Biryani, Street Food","New Town, Kolkata",,"Ward 27, Opposite Tapas Xerox, New Town, Kolkata",9.1798E+11,1,0,0,0,-,0,-,0,,,,250
Café 82,https://www.zomato.com/kolkata/café-82-sector-2-salt-lake,"Continental, Fast Food","Sector 2, Salt Lake, Kolkata",Opens at 12:30pm,"CJ 26, CJ Block, Bidhannagar, Sector 2, Salt Lake, Kolkata",9.18101E+11,1,1,1,0,2.8,14,-,2,,,"Cafe, Good Quality, Service, Food",500
Kabab Cafe,https://www.zomato.com/kolkata/kabab-cafe-new-town,Mughlai,"New Town, Kolkata",,"DH/01 03/01, Near Ecospace Island, DH Block, Action Area I, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,150
Dawat-E-biryani,https://www.zomato.com/kolkata/dawat-e-biryani-chinar-park,"Biryani, Mughlai","Chinar Park, Kolkata",,"Rajarhat Main Road, Dash Drone, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,2,,,,250
Momo Dhaba,https://www.zomato.com/kolkata/momo-dhaba-new-town,Momos,"New Town, Kolkata",,"DH/01 03/01, DH Block, Action Area I, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,3,,,,100
Bihari Litti King,https://www.zomato.com/kolkata/bihari-litti-king-chinar-park,"Bihari, North Indian, Street Food","Chinar Park, Kolkata",,"Action Area II D, Near Tank 12, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,50
Wow Fried Chicken,https://www.zomato.com/kolkata/wow-fried-chicken-new-town,"Pizza, Roast Chicken","New Town, Kolkata",,"Chakpanchuria, Patharghata, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,250
Jus Momo,https://www.zomato.com/kolkata/jus-momo-chinar-park,Momos,"Chinar Park, Kolkata",,"Ground Floor, Green Residenza, Rajarhat Main Road, Chinar Park, Kolkata",9.19805E+11,1,0,0,0,-,0,-,0,,,,200
Badshah Taj Biryani,https://www.zomato.com/kolkata/badshah-taj-biryani-new-town,Biryani,"New Town, Kolkata",,"Village Thakdari, Near Thakdari Ma Kali Temple, New Town, Kolkata",9.1824E+11,1,0,0,0,-,0,3.9,33,,,,200
North Indian Bhawan,https://www.zomato.com/kolkata/north-indian-bhawan-new-town,"North Indian, Mughlai","New Town, Kolkata",,"653, AA II, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,1,,,,200
Desi Videshi Bistro,https://www.zomato.com/kolkata/desi-videshi-bistro-new-town,"Fast Food, Bakery","New Town, Kolkata",Opens at 10am,"15-1507, Plot IIB/417, Action Area 2B, New Town, Kolkata",9.19331E+11,1,1,0,0,-,0,-,0,,,,100
Firangi Dhaba,https://www.zomato.com/kolkata/firangi-dhaba-1-sector-5-salt-lake,"North Indian, Chinese, Continental","Sector 5, Salt Lake, Kolkata",Opens at 12noon,"Globsyn Crystals, EP Block, Sector-v, Bidhannagar, Sector 5, Salt Lake, Kolkata",9.16207E+11,1,1,1,0,3.7,15,-,1,,,,700
Idly,https://www.zomato.com/kolkata/idly-new-town,South Indian,"New Town, Kolkata",,"Shop C-1, NKDA Market, Unitech Gate 1, Patharghata, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,1,,,,100
Dada Boudi Biryani,https://www.zomato.com/kolkata/dada-boudi-biryani-3-baguihati,"Biryani, Bengali","Baguihati, Kolkata",,"Hatiara Jokar Math, 24, Parganas, Baguihati, Kolkata",9.17003E+11,1,0,0,0,-,0,-,0,,,,100
Siddheswari Sweet,https://www.zomato.com/kolkata/siddheswari-sweet-new-town,"Street Food, Mishti","New Town, Kolkata",Opens at 7:30am,"A12/G/3 Alaka, Abasan, AA-I, Newtown, Rajarhat, North Twenty Four Parganas, New Town, Kolkata",9.1824E+11,1,1,0,0,-,2,-,13,,,,100
Free Fire Cafe FFC,https://www.zomato.com/kolkata/free-fire-cafe-ffc-chinar-park,"Bengali, North Indian, Chinese, Mughlai","Chinar Park, Kolkata",,"Plot AA-IID/3131, Category MIG-1, Action Area-IID, Chinar Park, Kolkata",9.1745E+11,1,0,0,0,-,0,-,0,,,,150
Breakfast ki Test ,https://www.zomato.com/kolkata/breakfast-ki-test-new-town,"Bengali, Chinese, North Indian, Fast Food, Beverages","New Town, Kolkata",,"Omni Tulsi Lane, Jodthbhim, Hatgacha, New Town, Kolkata",9.18343E+11,1,0,0,0,-,0,-,0,,,,150
Madras Cafe,https://www.zomato.com/kolkata/madras-cafe-sector-5-salt-lake,"Bengali, Chinese, Biryani","Sector 5, Salt Lake, Kolkata",Opens at 7am,"MB-279, Mahishbathan, Sector 5, Salt Lake, Kolkata",9.1629E+11,1,1,0,0,-,0,-,0,,,,100
Seven 15,https://www.zomato.com/kolkata/seven-15-chinar-park,"North Indian, Chinese","Chinar Park, Kolkata",,"Street 715, Action Area llD, Chinar Park, Kolkata",9.19051E+11,1,0,0,0,-,0,-,3,,,,200
Sri Maa Laxmi,https://www.zomato.com/kolkata/sri-maa-laxmi-kaikhali,"Rolls, Fast Food","Kaikhali, Kolkata",,"55, Rajarhat Road, Kaikhali, Kolkata",9.17686E+11,1,1,0,0,-,0,3.9,292,,,,100
Noodles World,https://www.zomato.com/kolkata/noodles-world-1-sector-5-salt-lake,Chinese,"Sector 5, Salt Lake, Kolkata",,"MB-514, Mahishbathan, Near Sudarshana Apartment, Sector 5, Salt Lake, Kolkata",9.19074E+11,1,0,0,0,-,0,3.6,11,,,,200
Matka Kitchen,https://www.zomato.com/kolkata/matka-kitchen-chinar-park,"Rolls, Momos","Chinar Park, Kolkata",,"3, Zakaria St, Dash Drone, Newtown, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,350
Khana Khazana,https://www.zomato.com/kolkata/khana-khazana-chinar-park,"North Indian, Chinese, Momos, Mughlai, Rolls","Chinar Park, Kolkata",,"Shop 5, Amrendra Apartment, Ward 5, Bidhannagar Rajarhat, Salua, Main Road, Chinar Park, Kolkata",9.19534E+11,1,0,0,0,-,0,3.6,83,,,"Worth the Money, Prices, Delicious Food, Quality, Taste, Packaging",100
Take Me Home,https://www.zomato.com/kolkata/take-me-home-new-town,Chinese,"New Town, Kolkata",Opens at 12noon,"226 - 230, Plot BG -8, The Galleria, New Town, Kolkata",9.18585E+11,1,1,0,0,-,0,4,39,,,,200
Haji Saheb,https://www.zomato.com/kolkata/haji-saheb-chinar-park,"North Indian, Mughlai","Chinar Park, Kolkata",,"3, Zakaria Street, Dash Drone, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,5,,,,300
Before 11,https://www.zomato.com/kolkata/before-11-chinar-park,"Fast Food, Beverages","Chinar Park, Kolkata",,"Shop 5, Club Town Enclave, Chinar Park, Kolkata",9.181E+11,1,0,0,0,-,0,-,1,,,,100
The Pizza Project,https://www.zomato.com/kolkata/the-pizza-project-new-town,"Pizza, Fast Food","New Town, Kolkata",,"Sardarpara, Opposite TCS Gitanjali, Jamshedji Tata Road, Action Area II, New Town, Kolkata",9.1744E+11,1,0,0,0,-,0,-,1,,,,150
Mamonir Rannaghor,https://www.zomato.com/kolkata/mamonir-rannaghor-new-town,"Bengali, North Indian, Chinese, Fast Food","New Town, Kolkata",,"Jodthbhim, KLC, Bamangata, Bhangar, New Town, Kolkata",9.18637E+11,1,0,0,0,-,0,2.7,25,,,,100
New Golden's Restaurant,https://www.zomato.com/kolkata/new-goldens-restaurant-chinar-park,Chinese,"Chinar Park, Kolkata",Opens at 11am,"Dashdrone, Block B, Rajarhat Main Road, Chinar Park, Kolkata",9.18101E+11,1,1,0,0,-,0,-,0,,,,150
Street Chaw,https://www.zomato.com/kolkata/street-chaw-new-town,Chinese,"New Town, Kolkata",,"DH/01 03/01, DH Block, Near Action Area I, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,2,,,,100
Biryani & Kabab Center,https://www.zomato.com/kolkata/biryani-kabab-center-new-town,"Biryani, Mughlai, Kebab","New Town, Kolkata",,"Dh/01 03/01, Dh Block(Newtown), Action Area I, Ward No-26, Bidhannagarrajarhat Municipal Corporation, North Twenty Four Parganas, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,5,,,,200
Indian Slice,https://www.zomato.com/kolkata/indian-slice-new-town,North Indian,"New Town, Kolkata",,"01/03/01, DH Block, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,2,,,,100
Burger In Town,https://www.zomato.com/kolkata/burger-in-town-1-sector-5-salt-lake,"Fast Food, Burger, Pizza, Kebab, Momos, Rolls, Desserts, Beverages","Sector 5, Salt Lake, Kolkata",,"NP-14, Gobinda Bhavan, 3rd Floor, P.O.Krishnapur, North Twenty Four Parganas, Sector 5, Salt Lake, Kolkata",9.19051E+11,1,0,0,0,-,0,-,8,,,,150
Kolkata 99,https://www.zomato.com/kolkata/kolkata-99-chinar-park,Fast Food,"Chinar Park, Kolkata",,"Rajarhat Main Road, Dash Drone, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,3,,,,350
Jagannath Sweets,https://www.zomato.com/kolkata/jagannath-sweets-1-new-town,Mishti,"New Town, Kolkata",,"211, Near Bus Stand, Patharghata Post Office, New Town, Kolkata",9.1744E+11,1,0,0,0,-,0,-,17,,,,100
NTSC Cafe,https://www.zomato.com/kolkata/ntsc-cafe-new-town,"Cafe, Chinese, Italian, Fast Food, Beverages","New Town, Kolkata",Opens at 8am,"AA 1, DC 47, Street 300, New Town, Kolkata",9.17439E+11,1,1,0,0,3,5,-,0,,,,600
Brown And Costa,https://www.zomato.com/kolkata/brown-and-costa-sector-1-salt-lake,"North Eastern, North Indian, Bengali","Sector 1, Salt Lake, Kolkata",,"CF 371, Ward 31, Baranagar, Sector 1, Salt Lake, Kolkata",9.17044E+11,1,0,0,0,-,0,-,0,,,,300
South Indian,https://www.zomato.com/kolkata/south-indian-1-new-town,South Indian,"New Town, Kolkata",,"Shop C-01, Unitech Gate 1, NKDA Market, Patharghata, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,6,,,,100
Kiraanz,https://www.zomato.com/kolkata/kiraanz-new-town,"North Indian, Sandwich, Wraps, Fast Food, Beverages","New Town, Kolkata",Opens at 9am,"Dg 12/06/327, Bidhannagar-Rajarhat Municipal Corporation, North Twenty Four Parganas, New Town, Kolkata",9.19007E+11,1,1,0,0,3.4,10,3.9,83,,,"Tamper Proof Packaging, Perfect Presentation, Best Food under Best Budget, Good Quality, Price, Experience",500
Sandwhich Bar,https://www.zomato.com/kolkata/sandwhich-bar-1-chinar-park,Sandwich,"Chinar Park, Kolkata",Opens at 10am,"Ground Floor, Rajarhath, Chinar Park, Kolkata",9.16289E+11,1,1,0,0,-,0,-,0,,,,150
Food Fusion Pizza,https://www.zomato.com/kolkata/food-fusion-pizza-new-town,"Pizza, Burger, Chinese","New Town, Kolkata",,"Jothbhi, Hatgacha, K.L.C bamanghata, New Town, Kolkata",9.18343E+11,1,0,0,0,-,0,-,1,,,,150
SB Kitchen,https://www.zomato.com/kolkata/sb-kitchen-kestopur,"Chinese, North Indian, Biryani, Kebab","Kestopur, Kolkata",Opens at 10am,"Mahishgot, Krishnapur, North Twenty Four Parganas, Kestopur, Kolkata",9.19073E+11,1,1,0,0,-,0,-,1,,,,100
Rolls by Italiano,https://www.zomato.com/kolkata/rolls-by-italiano-chinar-park,"Fast Food, Rolls","Chinar Park, Kolkata",,"10, Gulshan Tower, Gopalpur, Near Newton Road, Chinar Park, Kolkata",9.19904E+11,1,0,0,0,-,0,-,9,,,,50
Madina,https://www.zomato.com/kolkata/madina-chinar-park,"Street Food, Fast Food","Chinar Park, Kolkata",,"3, Zakaria Street, Dash Drone, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,1,,,,50
Ate O'Clock,https://www.zomato.com/kolkata/ate-oclock-new-town,"Continental, American, Chinese","New Town, Kolkata",Opens at 12:01pm,"F 119, Block C, Downtown Retail, Uniworld City, New Town, Kolkata",9.18101E+11,1,1,0,0,3.7,18,-,19,,,"Elaborate Menu, Great Portions, Fresh Food, Good Quality",500
Grace,https://www.zomato.com/kolkata/grace-new-town,"South Indian, Chinese","New Town, Kolkata",,"Shop C1, Near Unitech Gate 1, NKDA Market, Patharghata, Rajarhat, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,250
Bangali Khaibar Cafe,https://www.zomato.com/kolkata/bangali-khaibar-cafe-new-town,"Bengali, Fast Food","New Town, Kolkata",,"Near Hari Mandir, Chakpanchuria, New Town, Kolkata",9.16292E+11,1,0,0,0,-,0,-,0,,,,150
Sri Guru Food Hub,https://www.zomato.com/kolkata/sri-guru-food-hub-1-baguihati,Bengali,"Baguihati, Kolkata",,"Dakshin Math, Bidhannagar, Baguihati, Kolkata",9.18778E+11,1,0,0,0,-,0,-,0,,,,150
All Food 69,https://www.zomato.com/kolkata/all-food-69-new-town,"Pizza, Sandwich, Burger","New Town, Kolkata",,"Opp. Tapas Xerox Shop, New Town, Kolkata",9.1798E+11,1,0,0,0,-,0,3.1,98,,,,200
Food Square,https://www.zomato.com/kolkata/food-square-chinar-park,Chinese,"Chinar Park, Kolkata",,"290/A08, Purti Star, Rajarhat Main Road, Chinar Park, Kolkata",9.19805E+11,1,0,0,0,-,0,-,0,,,,200
Wow Pizza Man,https://www.zomato.com/kolkata/wow-pizza-man-new-town,"Pizza, Fast Food","New Town, Kolkata",,"NKDA Market, Patharghata, New Town, Kolkata",9.18002E+11,1,0,0,0,-,0,-,1,,,,150
Nepali Biryani House,https://www.zomato.com/kolkata/nepali-biryani-house-new-town,Biryani,"New Town, Kolkata",,"Shop- A50, NKDA Market, Opposite Unitech Gate 1, New Town, Kolkata",9.19836E+11,1,0,0,0,-,0,-,1,,,,250
Kingly Bites,https://www.zomato.com/kolkata/kingly-bites-chinar-park,"Burger, Biryani, Fast Food","Chinar Park, Kolkata",,"Atghara Purbpara, Rajarhat Gopalpur, Chinar Park, Kolkata",9.19875E+11,1,1,0,0,-,0,4,19,,,,100
The Big Wrap,https://www.zomato.com/kolkata/the-big-wrap-sector-5-salt-lake,"Wraps, Sandwich","Sector 5, Salt Lake, Kolkata",Opens at 11:55am,"NP 219/1, Nayapatti Main Road, Temple Appartment, Ward 28, Sector 5, Salt Lake, Kolkata",9.19583E+11,1,1,0,0,-,0,-,2,,,,100
The Wow China,https://www.zomato.com/kolkata/the-wow-china-new-town,"Chinese, North Indian, Mughlai","New Town, Kolkata",,"Shop B7, Nkda Market, Opposite Unitech Gate 1, New Town, Kolkata",9.17908E+11,1,0,0,0,-,0,-,3,,,,250
Mr Ping,https://www.zomato.com/kolkata/mr-ping-sector-5-salt-lake,Chinese,"Sector 5, Salt Lake, Kolkata",,"NP-219/1, Temple Apartment, Nayapatti Main Road, Sector 5, Salt Lake, Kolkata",9.19583E+11,1,0,0,0,-,0,-,3,,,,200
Special 30 Dhaba,https://www.zomato.com/kolkata/special-30-dhaba-chinar-park,"South Indian, North Indian, Fast Food, Biryani","Chinar Park, Kolkata",,"New Town, Near Tank 12, Action Area IID, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,3,,,,150
Tandoor Ji,https://www.zomato.com/kolkata/tandoor-ji-chinar-park,"North Indian, Kebab","Chinar Park, Kolkata",,"BL-A, F/N-A-3, Ground Floor, 224, Sunita Apartment, Chinar Park, Kolkata",9.17981E+11,1,0,0,0,-,0,-,5,,,,300
Dum Wali Biryani,https://www.zomato.com/kolkata/dum-wali-biryani-kestopur,Biryani,"Kestopur, Kolkata",,"Hatiara Extension, Kestopur, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,100
Haji Mastan,https://www.zomato.com/kolkata/haji-mastan-2-chinar-park,Chinese,"Chinar Park, Kolkata",,"3, Zakaria St, Dash Drone, Newtown, Chinar Park, Kolkata",9.1629E+11,1,0,0,0,-,0,-,0,,,,300
Kolkata's Chap,https://www.zomato.com/kolkata/kolkatas-chap-new-town,"North Indian, Biryani","New Town, Kolkata",,"Hatiara Extension, Rajarhat, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,1,,,,350
Nawab-E-Matka,https://www.zomato.com/kolkata/nawab-e-matka-new-town,"Fast Food, North Indian, Desserts","New Town, Kolkata",,"3, Zakaria Street, Dash Drone, New Town, Kolkata",9.1629E+11,1,0,0,0,-,0,-,2,,,,200
Quick Bites Veg 100%,https://www.zomato.com/kolkata/quick-bites-veg-100-1-baguihati,Fast Food,"Baguihati, Kolkata",,"Hatiara, Millan pally, Near Asma Masjid, Baguihati, Kolkata",9.1629E+11,1,0,0,0,-,0,-,1,,,,200
Bhojon Maharaj,https://www.zomato.com/kolkata/bhojon-maharaj-baguihati,"Fast Food, Desserts, Beverages, Shake","Baguihati, Kolkata",,"E/I-7, Jyangra Dakshin Math Ward 13, Baguihati, Kolkata",9.17981E+11,1,0,0,0,-,0,3.6,36,,,,250
Yummy Food House,https://www.zomato.com/kolkata/yummy-food-house-1-new-town,Chinese,"New Town, Kolkata",,"Jatragachi Paschim Para, New Town, Kolkata",9.19062E+11,1,0,0,0,-,0,-,1,,,,50
