Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost,latitudes,longitudes
Nano Daa Dhaba,https://www.zomato.com/kolkata/nano-daa-dhaba-lake-town,"North Indian, Chinese, South Indian","Lake Town, Kolkata",Opens at 8am,"426, Cal Jessore Road, China Mandir Bus Stop, Lake Town, Kolkata",919334000000,1,1,0,0,3.6,5,4.1,254,,,,300,26.254624,88.1820651
Near U Cafeteria,https://www.zomato.com/kolkata/near-u-cafeteria-lake-town,"Fast Food, Beverages, Shake","Lake Town, Kolkata",Opens at 12noon,"136, Avani Oxford, Jessore Road, Phase 2, Lake Town, Kolkata",917440000000,1,1,0,0,-,0,4,382,,,,150,26.254624,88.1820651
Punjabi Zaika,https://www.zomato.com/kolkata/punjabi-zaika-kasba,"North Indian, Chinese, Shake","Kasba, Kolkata",Opens at 7am,"261, Rajdanga, Nabapally, Kasba, Kolkata",919876000000,1,1,0,0,-,0,3.7,581,,,,100,22.5044355,88.3721663
Annapurna Vegetarian Food,https://www.zomato.com/kolkata/annapurna-vegetarian-food-lake-town,"North Indian, South Indian","Lake Town, Kolkata",Opens at 8am,"334, Calcutta Jessore Road, Kalindi, Ward 19, Lake Town, Kolkata",918274000000,1,1,1,1,3.2,29,3.7,1333,,,,150,26.254624,88.1820651
INOX,https://www.zomato.com/kolkata/inox-kankurgachi,"Fast Food, Street Food","Kankurgachi, Kolkata",,"89C, Moulana Abul Kalam Azad Sarani, Kankurgachi, Kolkata",918337000000,1,0,0,0,-,0,4,19,,,,150,22.578972450000002,88.39151741636809
Tandoor Village,https://www.zomato.com/kolkata/tandoor-village-1-kestopur,"Biryani, North Indian","Kestopur, Kolkata","12midnight â€“ 3am, 11am â€“ 12midnight (Today)","Bh-6, Hanapara, Kestopur, Kolkata",919837000000,1,1,1,0,-,3,3.5,545,,,,350,22.5837959,88.4351768
Gangotri,https://www.zomato.com/kolkata/gangotri-sector-1-salt-lake,"South Indian, North Indian, Fast Food, Beverages","Sector 1, Salt Lake, Kolkata",Opens at 7am,"CF 334, Near Swimming Pool, Sector 1, Salt Lake, Kolkata",919339000000,1,1,1,1,3.5,341,4,3328,,"Chana Paneer, Puri Sabzi, Club Kachori, Sambhar, Vada, Masala Dosa","South Indian Food, Family Crowd, Location, Good Place, Ambience, Price",500,22.57002545,88.43478465637821
Champaran Meat,https://www.zomato.com/kolkata/champaran-meat-sector-3-salt-lake,"North Indian, Biryani, Chinese, Continental, Pizza","Sector 3, Salt Lake, Kolkata",,"FE-13, Bidhannagar, Sector 3, Salt Lake, Kolkata",918421000000,1,0,0,0,-,0,3.8,74,,,,150,22.5708433,88.41104103863965
Food Picasso,https://www.zomato.com/kolkata/food-picasso-kestopur,"Salad, Sandwich, Fast Food, Beverages, Burger, Shake","Kestopur, Kolkata",,"60, Acropolis Abason, Rabindrapally, Kestopur, Kolkata",918017000000,1,0,0,0,-,0,3.5,337,,,"Great Portions, Packing, Worth the Money, Extensive Menu, Reasonable Price, Delicious Food",150,22.5837959,88.4351768
Fruitose,https://www.zomato.com/kolkata/fruitose-1-bangur,"Beverages, Fast Food, Juices","Bangur, Kolkata",Opens at 7am,"130/56, Block A, Jeevan Jyoti Apartment, Near Don Bosco School, Main Avenue, Bangur, Kolkata",919163000000,1,1,1,0,3.1,47,4,1329,,,"Plenty of Vegetarian Options, Good Crowd, Great Recommendations, Polite Staff, Good Taste, Environment",300,22.6058971,88.4111177
The Cloud Express,https://www.zomato.com/kolkata/the-cloud-express-kestopur,"North Indian, Chinese","Kestopur, Kolkata",Opens at 8am,"Flat 407, Neelgagan Apartments, B D - 201, Kamal Park, Near Solias Gym, Rabindrapally, Kestopur, Kolkata",918617000000,1,1,0,0,-,0,3.9,93,,,"Cute Packaging, Worth the Money, Food Presentation, Great Portions, Delicious Food, Timely Service",150,22.5837959,88.4351768
Valentines Cafe,https://www.zomato.com/kolkata/valentines-cafe-sector-4-salt-lake,"Chinese, Fast Food, Pizza, Beverages","Sector 4, Salt Lake, Kolkata",Opens at 8am,"Plot P/351, Sukanto Nagar, Sector 4, Salt Lake, Kolkata",918777000000,1,1,0,0,-,0,3.5,96,,,,150,22.5731234,88.4129121
Rasoi Jalpan,https://www.zomato.com/kolkata/rasoi-jalpan-lake-town,"North Indian, Rajasthani","Lake Town, Kolkata",,"Lake Town Road, Block B, South Dumdum, Lake Town, Kolkata",919832000000,1,0,0,0,-,0,4,35,,,,150,26.254624,88.1820651
Rozana Canteen,https://www.zomato.com/kolkata/rozana-canteen-sector-5-salt-lake,North Indian,"Sector 5, Salt Lake, Kolkata",,"NP 14, Gobind Bhawan, Sector 5, Salt Lake, Kolkata",919836000000,1,0,0,0,-,0,3.6,426,,,,150,22.5582184,88.4129084
Kathi On The Go,https://www.zomato.com/kolkata/kathi-on-the-go-bangur,"Biryani, North Indian, Kebab, Rolls, Fast Food","Bangur, Kolkata",Opens at 12:30pm,"Premises 85, Block C, Bangur Avenue, Bangur, Kolkata",919052000000,1,1,0,0,-,0,3.7,4834,,,"Cute Packaging, Elaborate Menu, Customizable Food, Extensive Menu, Fresh Food, Worth the Money",200,22.6058971,88.4111177
Chandigarh Hotel,https://www.zomato.com/kolkata/chandigarh-hotel-paikpara,"Bengali, Mughlai, Biryani, North Indian","Paikpara, Kolkata",Opens at 11:30am,"28, B.T. Road, Chiriamore, Paikpara, Kolkata",919164000000,1,1,1,0,3.2,90,3.9,2137,,,,500,22.6120515,88.3855648
New Kalika,https://www.zomato.com/kolkata/new-kalika-1-bangur,"North Indian, Chinese, Rolls, Mughlai, Bengali, Momos, Biryani","Bangur, Kolkata",Opens at 11am,"55, Avenue, Block D, Bangur, Kolkata",919831000000,1,1,0,0,-,2,3.9,2011,,,,450,22.6058971,88.4111177
New Town Thali,https://www.zomato.com/kolkata/new-town-thali-new-town,"North Indian, Bengali","New Town, Kolkata",,"Thakdari Main Road, Street 247, New Town, Kolkata",919832000000,1,0,0,0,-,0,3.3,267,,,,200,22.59591305,88.48786528277952
The Darjeeling,https://www.zomato.com/kolkata/the-darjeeling-sector-1-salt-lake,"Chinese, Tibetan, Momos","Sector 1, Salt Lake, Kolkata",Opens at 1pm,"DB 35, Sector 1, Salt Lake, Kolkata",913323000000,1,1,1,0,4,989,4,4782,,"Honey Lollipop, Chicken Momo Platter, Authentic Tibetan Food, Chicken Shyapta, Pork Momo, Chicken Schezwan Noodles","Lightings, Authentic Food, Affordable, Ample Seating Area, Awesome Food Quality, Cosy Place",500,22.57002545,88.43478465637821
Barista,https://www.zomato.com/kolkata/barista-sector-5-salt-lake,"Coffee, Fast Food, Desserts, Beverages, Sandwich","Sector 5, Salt Lake, Kolkata",Opens at 10:30am,"Ground Floor, Block EP And GP, Infinity Benchmark, Sector 5, Salt Lake, Kolkata",918480000000,1,1,1,0,3.8,74,3.2,94,,"Mocha, Cappuccino, Shakes, Coffee","Best Staff, Staff Behavior, Good Wifi, Student Crowd, Food Presentation, Customizable Food",600,22.5582184,88.4129084
Mahalaya Snacks Corner,https://www.zomato.com/kolkata/mahalaya-snacks-corner-lake-town,"North Indian, Chinese, Bengali, Rolls, Biryani","Lake Town, Kolkata",Opens at 7:30am,"703, Lake Town Block A, Lake Town, Kolkata",919434000000,1,1,1,0,2.5,225,3.9,6604,,,"Great Portions, Good Place, Prices, Good Food",300,26.254624,88.1820651
Namak,https://www.zomato.com/kolkata/namak-sector-1-salt-lake,"North Indian, Chinese, Oriental, Italian","Sector 1, Salt Lake, Kolkata",,"29, Near B D Block, Sector 1, Salt Lake, Kolkata",918910000000,1,0,0,0,-,0,3.9,263,,,,200,22.57002545,88.43478465637821
Fraisier's,https://www.zomato.com/kolkata/fraisiers-sector-5-salt-lake,"Bakery, Desserts","Sector 5, Salt Lake, Kolkata",,"4481, Pole 19, Nayapatty, Sector 5, Salt Lake, Kolkata",919304000000,1,0,0,0,-,0,3.9,114,,,"Fast Delivery, Fresh Food with Good Quality, Delicious Taste, Proper Packaging, Worth the Money, Extensive Menu",150,22.5582184,88.4129084
Flavours Newtown Bentobox,https://www.zomato.com/kolkata/flavours-newtown-bentobox-new-town,"South Indian, North Indian, Chinese, Biryani, Mughlai, Street Food","New Town, Kolkata",,"Mohisgote, Krishnapur, Ward 27, New Town, Kolkata",919903000000,1,0,0,0,-,0,4.1,122,,,,150,22.59591305,88.48786528277952
Kolkata@90,https://www.zomato.com/kolkata/kolkata@90-kestopur,"Chinese, North Indian, Biryani","Kestopur, Kolkata","12midnight â€“ 2am, 11am â€“ 12midnight (Today)","Krishnapur, Rajbanshi Para, Baguihati, Kestopur, Kolkata",916290000000,1,1,0,0,-,0,4,37,,,,100,22.5837959,88.4351768
Bangaliana,https://www.zomato.com/kolkata/bangaliana-kestopur,Bengali,"Kestopur, Kolkata",,"AG 184, Talbagan, Ward 25, Kestopur, Kolkata",917279000000,1,0,0,0,-,0,3.5,179,,,,100,22.5837959,88.4351768
Caravan Cafe,https://www.zomato.com/kolkata/caravan-cafe-sector-1-salt-lake,"Continental, Italian, Fast Food","Sector 1, Salt Lake, Kolkata","12midnight â€“ 2:30am, 9am â€“ 12midnight (Today)","DC-27/26, Sector 1, Salt Lake, Kolkata",919831000000,1,1,0,0,3.3,55,4.1,321,,,"Lovely Staff Members, Healthy and Delicious, Best Food under Best Budget, Decoration, Music, Cafe",500,22.57002545,88.43478465637821
Bake King,https://www.zomato.com/kolkata/bake-king-new-town,"Bakery, Fast Food, Desserts","New Town, Kolkata",Opens at 11am,"Opposite TCS, Rajharhat, New Town, Kolkata",919051000000,1,1,0,0,3,4,3.7,234,,,,300,22.59591305,88.48786528277952
Aladdin Online,https://www.zomato.com/kolkata/aladdin-online-sector-5-salt-lake,"North Indian, Mughlai","Sector 5, Salt Lake, Kolkata",,"Mb - 675, Mahishbathan, Dakshinpara, Near Taltala Primary School, Sector 5, Salt Lake, Kolkata",919305000000,1,0,0,0,-,0,3.9,102,,,,150,22.5582184,88.4129084
Street Storie,https://www.zomato.com/kolkata/street-storie-1-kankurgachi,South Indian,"Kankurgachi, Kolkata",Opens at 8am,"P-79, CIT Scheme VII-M, Kankurgachi, Kolkata",918240000000,1,1,1,0,3.4,11,4,132,,,"Clean and Hygienic Place, Delicious Taste, Fresh Food with Good Quality, Worth the Money, Great Portions, Timely Service",250,22.578972450000002,88.39151741636809
New Aminia Biryani,https://www.zomato.com/kolkata/new-aminia-biryani-kestopur,"North Indian, Biryani","Kestopur, Kolkata",Opens at 12:30pm,"3, Camp, Krishnapur, PS Baguiati, Ward 26, Bidhannagar Rajarhat, Kestopur, Kolkata",919088000000,1,1,1,0,-,0,3.9,25,,,,450,22.5837959,88.4351768
Dreams Cafe,https://www.zomato.com/kolkata/dreams-cafe-1-sector-4-salt-lake,"Beverages, Italian, Chinese, Fast Food","Sector 4, Salt Lake, Kolkata",Opens at 8am,"P-351, Sukant Nagar, Sector 4, Salt Lake, Kolkata",918777000000,1,1,1,0,-,3,3.8,391,,,,300,22.5731234,88.4129121
Handi Kitchen,https://www.zomato.com/kolkata/handi-kitchen-kestopur,"Chinese, Rolls, Biryani, Mughlai, Bengali, North Indian","Kestopur, Kolkata",Opens at 12noon,"AE 3, Rabindra Pally, Near Kali Mandir, Kestopur, Kolkata",919330000000,1,1,0,0,-,0,3.8,833,,,"Delicious Taste, Best Food under Best Budget, Mouth Watering Food, Fresh Food with Good Quality, Spill Proof Packaging, Affordable Prices",150,22.5837959,88.4351768
Deli Bread,https://www.zomato.com/kolkata/deli-bread-dum-dum,"North Indian, Chinese, Biryani","Dum Dum, Kolkata",Opens at 8am,"26/33, Dum Dum Road, Near Dum Dum, Kolkata",917981000000,1,1,0,0,-,0,4.1,336,,,,150,22.6211141,88.3928973
Baati Chokha,https://www.zomato.com/kolkata/baati-chokha-sector-3-salt-lake,Bihari,"Sector 3, Salt Lake, Kolkata",Opens at 12noon,"FD 14, Sector 3, Salt Lake, Kolkata",913341000000,1,1,1,1,4.2,719,4.3,1312,Authentic Banarasi Food and Thematic Ambiance..,"Paneer Papad Pakoda, Liti Chokha, Churma, Litti, Paneer Paratha, Kheer","Village Theme, Authentic Food, Family Place, Good Options, Good for Large Groups, Authentic Taste",600,22.5708433,88.41104103863965
Chufang The Kitchen,https://www.zomato.com/kolkata/chufang-the-kitchen-new-town,Chinese,"New Town, Kolkata",,"Sardar Para, Chakpachuria, Pstechnocity, Patharghata, Rajarhat, New Town, Kolkata",919831000000,1,1,1,0,4.1,250,4.1,4897,,"Butter Noodles, Mushroom Pepper, Thick Soup, Thai Red Curry, Kung Pao Chicken, Wings","Gastronomical Experience, Cozy Ambience, Chinese, Great Food, Portions, Main Course",650,22.59591305,88.48786528277952
Ritaz Al Baik,https://www.zomato.com/kolkata/ritaz-al-baik-ultadanga,"North Indian, Chinese, Rolls","Ultadanga, Kolkata",Opens at 7am,"P 187, CIT Scheme VII M, Ultadanga, Kolkata",919164000000,1,1,0,0,3.2,30,3.5,1051,,,"Good Prices, Great Packaging, Food Service, Best Quality, Delicious, Amazing Taste",600,22.6012775,88.3841474
Bhukkhar Palate,https://www.zomato.com/kolkata/bhukkhar-palate-bangur,"Bengali, Chinese, North Indian, Biryani, Sandwich, Rolls","Bangur, Kolkata","12midnight â€“ 3:30am, 11:05am â€“ 12midnight (Today)","389/1, Urbi Apartment, Dum Dum Park, Near Tank 4, Bangur, Kolkata",916289000000,1,1,0,0,-,0,4,406,,,,200,22.6058971,88.4111177
Healthy Food Fusion,https://www.zomato.com/kolkata/healthy-food-fusion-sector-1-salt-lake,"Healthy Food, Pasta, Salad, Beverages","Sector 1, Salt Lake, Kolkata",,"BF 90, Sector 1, Salt Lake, Kolkata",916289000000,1,0,0,0,-,0,3.6,106,,,"Healthy Food, Cute Packaging, Food Presentation, Worth the Money, Extensive Menu, Great Portions",300,22.57002545,88.43478465637821
Ravagh,https://www.zomato.com/kolkata/ravagh-new-town,"Chinese, North Indian, Continental, Bengali","New Town, Kolkata",Opens at 12noon,"Chakpanchuria, Opposite TCS, Ward 12, Bidhannagar, New Town, Kolkata",919008000000,1,1,1,0,3.7,9,4,261,,,"Worth the Money, Great Portions, Timely Service, Fresh Food, Good Quality, Ambience",800,22.59591305,88.48786528277952
Miya Bhai,https://www.zomato.com/kolkata/miya-bhai-1-picnic-garden,"Biryani, Rolls","Picnic Garden, Kolkata",Opens at 12:30pm,"151/B, Picnic Garden, Kolkata",918334000000,1,1,0,0,-,0,3.7,100,,,"Proper Packaging, Worth the Money, Quality, Food",100,22.5259951,88.3892586
Juice Station,https://www.zomato.com/kolkata/juice-station-1-kestopur,"Beverages, Healthy Food, Juices, Ice Cream, Shake","Kestopur, Kolkata",7am â€“ 2am (Today),"AD-76, Samar Sarani Dey Road, Kestopur, Kolkata",918420000000,1,1,0,1,-,0,3.7,153,,,,150,22.5837959,88.4351768
Paris Bakery,https://www.zomato.com/kolkata/paris-bakery-lake-town,"Bakery, Desserts","Lake Town, Kolkata",Opens at 10am,"Shop 9 And 9A, 956, Gokul Dham Complex, Block A, Jessore Road, Lake Town, Kolkata",918100000000,1,1,0,0,-,0,3.6,19,,,,50,26.254624,88.1820651
Terminal 11,https://www.zomato.com/kolkata/terminal-11-sector-1-salt-lake,"Cafe, Continental, Fast Food, Beverages, Italian, Shake","Sector 1, Salt Lake, Kolkata",Opens at 11am,"BF 11, Sector 1, Salt Lake, Kolkata",913341000000,1,1,1,0,4.3,1606,4.2,397,,"Hazelnut Mocha, Chocolate Pancakes, Choco Frappe, Buffalo Wings, Irish Coffee, Chicken Lasagna","Live Band Performance, Sit and Read, Bookshelf, Table Service, Breakfast Menu, Great Atmosphere",1000,22.57002545,88.43478465637821
Robin's Cloud Kitchen,https://www.zomato.com/kolkata/robins-cloud-kitchen-1-kankurgachi,"Chinese, Seafood","Kankurgachi, Kolkata",,"1/1/9, Dr. Panchanan Mitra Lane, Kankurgachi, Kolkata",916291000000,1,0,0,0,-,0,3.4,794,,"Manchurian Dry, Fish Fry, Fish Finger, French Fries","Affordable Prices, Best Food under Best Budget, Proper Packaging, Contactless Delivery, Delicious Taste, Extensive Menu",200,22.578972450000002,88.39151741636809
Cake It Up,https://www.zomato.com/kolkata/cake-it-up-sector-5-salt-lake,"Bakery, Desserts","Sector 5, Salt Lake, Kolkata",Opens at 10am,"Suraj Apartment, Action Area 1, Sector 5, Salt Lake, Kolkata",918421000000,1,1,0,1,-,0,4.1,219,,,"Affordable Prices, Contactless Delivery, Spill Proof Packaging, Portion, Timely Service, Quantity",100,22.5582184,88.4129084
Kamlesh Dhaba,https://www.zomato.com/kolkata/kamlesh-dhaba-sector-2-salt-lake,North Indian,"Sector 2, Salt Lake, Kolkata",Opens at 8:30am,"BL-49, Near Tank 8, Sector 2, Salt Lake, Kolkata",919831000000,1,1,1,0,-,3,4.2,212,,,,200,22.5582184,88.4129084
Medley - Juicery & Beyond,https://www.zomato.com/kolkata/medley-juicery-beyond-sector-5-salt-lake,"Juices, Healthy Food, Ice Cream, Beverages","Sector 5, Salt Lake, Kolkata",7am â€“ 6am (Today),"Near Pantaloons, GP Block, Sector 5, Salt Lake, Kolkata",918018000000,1,1,0,1,-,0,3.9,3031,,,,200,22.5582184,88.4129084
Kouzina Mining Co.,https://www.zomato.com/kolkata/kouzina-mining-co-sector-1-salt-lake,"North Indian, Biryani, Chinese, Italian, Kebab, Healthy Food, Desserts, Beverages","Sector 1, Salt Lake, Kolkata",Opens at 12noon,"AD 79, Sector 1, Salt Lake, Kolkata",913340000000,1,1,1,0,4.6,1379,4,1451,,"Maharaja Platter, Tandoori Tikka, Nutty Brownie, Berry Blast, Chocolate Icecreams, Laal Maas","Good Quality Good Service, Decor is Excellent, Service is Great, Good for Large Groups, Gastronomical Experience, Theme",1200,22.57002545,88.43478465637821
Shawarma City Xpress,https://www.zomato.com/kolkata/shawarma-city-xpress-1-sector-5-salt-lake,"Lebanese, Sandwich, Burger","Sector 5, Salt Lake, Kolkata",,"NP 232, Nayapatti Main Road, Sector 5, Salt Lake, Kolkata",917004000000,1,0,0,0,-,0,3.4,1172,,,,100,22.5582184,88.4129084
Tanngo Chutney,https://www.zomato.com/kolkata/tanngo-chutney-sector-1-salt-lake,"South Indian, North Indian, Fast Food, Shake","Sector 1, Salt Lake, Kolkata",Opens at 10am,"CF 206, Swimming Pool Area, Sector 1, Salt Lake, Kolkata",919675000000,1,1,1,1,4.1,220,3.8,1862,,"Tawa Pulav, Mumbaiya Vada Pav, Jini Dosa, Chocolate Dosa, Filter Coffee, Sambhar","South Indian Menu, Food and Service, Variety of Veg Options, Food Prep Time, Ample Seating Area, Relaxed Atmosphere",600,22.57002545,88.43478465637821
Chakle !,https://www.zomato.com/kolkata/chakle-kestopur,"Chinese, North Indian, Rolls","Kestopur, Kolkata",Opens at 4pm,"A H 51, 16 Feet Road, Near Ganapati Park, Kestopur, Kolkata",919163000000,1,1,1,0,3.7,170,3.9,12400,,"Chilli Chicken Dry, Noodle, Chicken Noodles, Crispy Chicken, Fried Rice","Good Portions, Great Recommendations, Prompt Service, Good Taste, Good Food, Delicious Food",300,22.5837959,88.4351768
Beans N Barrels,https://www.zomato.com/kolkata/beans-n-barrels-new-town,"Cafe, Continental, Chinese, North Indian, Finger Food, Fast Food, Thai, Desserts","New Town, Kolkata",Opens at 11am,"362, Patharghata, New Town, Kolkata",918778000000,1,1,1,0,3.9,144,3.9,1019,,"Lemon Mojito, Bacon, Garlic Bread, Coffee, Pasta, Fish","Location of the Restaurant, Ambience was Super Cool, Pocket Friendly, Bar, Food Presentation, Great Taste",1000,22.59591305,88.48786528277952
Mehmaan Restaurant,https://www.zomato.com/kolkata/mehmaan-restaurant-1-new-town,"North Indian, Chinese, Mughlai, Bengali, Biryani","New Town, Kolkata",Opens at 10:30am,"Near Narkel Bagan, Tata Medical Road, New Town, Kolkata",917597000000,1,1,1,0,3,113,3.9,602,,,"Location, Good Food, Ambience, Quantity, Price",700,22.59591305,88.48786528277952
Humpty Dumplings,https://www.zomato.com/kolkata/humpty-dumplings-sector-1-salt-lake,"Chinese, Asian, Tibetan, Thai, Seafood, Healthy Food, Momos","Sector 1, Salt Lake, Kolkata",,"79, Sector 1, Salt Lake, Kolkata",919836000000,1,0,0,0,-,0,3.7,114,,,"Great Portions, Reasonable Price, Worth the Money, Timely Service, Value for Money, Packaging",250,22.57002545,88.43478465637821
Khana khazanaa,https://www.zomato.com/kolkata/khana-khazanaa-new-town,"North Indian, Chinese, South Indian","New Town, Kolkata",,"Shop G4, Ground Floor, NBCC Shopping Centre, Action Area 1, New Town, Kolkata",917890000000,1,1,1,0,-,2,3.5,54,,,,300,22.59591305,88.48786528277952
The Taste Of Cheese,https://www.zomato.com/kolkata/the-taste-of-cheese-sector-4-salt-lake,"Pizza, Sandwich, Burger, Fast Food, Beverages","Sector 4, Salt Lake, Kolkata",,"P-351, Sukant Nagar, Bidhannagar, Sector 4, Salt Lake, Kolkata",918777000000,1,0,0,0,-,0,3.8,60,,,,150,22.5731234,88.4129121
Slice,https://www.zomato.com/kolkata/slice-sector-5-salt-lake,"Bakery, Desserts","Sector 5, Salt Lake, Kolkata",,"Plot DN-49, Sector 5, Salt Lake, Kolkata",917003000000,1,0,0,0,-,0,4,2,,,,300,22.5582184,88.4129084
Cafe 324,https://www.zomato.com/kolkata/cafe-324-kankurgachi,"Fast Food, Pizza","Kankurgachi, Kolkata",Opens at 9:15am,"P-324, Swami Swarupananda Sarani, Kankurgachi, Kolkata",919830000000,1,1,0,0,-,0,3.7,122,,,"Mouth Watering Food, Fresh Food with Good Quality, Proper Packaging, Worth the Money, Quality, Food",200,22.578972450000002,88.39151741636809
Shivaay Dhaba,https://www.zomato.com/kolkata/shivaay-dhaba-ultadanga,"North Indian, Chinese","Ultadanga, Kolkata",Opens at 11am,"59/60, Bagmari Road, BRS - 3, Ultadanga, Kolkata",917003000000,1,1,0,0,-,3,3.8,398,,,,400,22.6012775,88.3841474
Damn! Yumm!,https://www.zomato.com/kolkata/damn-yumm-dum-dum,"Chinese, North Indian, Wraps, Steak, Fast Food, Momos","Dum Dum, Kolkata",Opens at 10am,"454, Ward 5, P K Guha Road, Dum Dum, Kolkata",919051000000,1,1,1,0,3.6,46,3.9,1877,,,"Young Crowd, Customizable Food, Elaborate Menu, Fresh Food, Good Quality",500,22.6211141,88.3928973
Red Kitchen & Lounge,https://www.zomato.com/kolkata/red-kitchen-lounge-nagerbazar,"Continental, North Indian, Chinese","Diamond Plaza Mall, Jessore Road, Kolkata",Opens at 12noon,"68, 5th Floor, Diamond Plaza Mall, Jessore Road, Adjoining PVR, Nagerbazar, Kolkata",917980000000,1,1,1,0,4,354,4.2,319,,"Bhetki Fry, Chocolate Milkshake, Kung Pao Chicken, Mocktails, Kebab, Starters","Fusion Dishes, Soothing Ambience, Dance Floor, Comfortable Seating Area, Bar Counter, Courteous Staffs",1000,22.6154935,88.41246618096514
Baker's Nest,https://www.zomato.com/kolkata/bakers-nest-sector-1-salt-lake,"Cafe, Seafood, Continental, Shake","Sector 1, Salt Lake, Kolkata",Opens at 11am,"Shop EC 263, Near EC Local Market, Sector 1, Salt Lake, Kolkata",913346000000,1,1,1,0,4.2,679,3.9,1394,,"Peri Chicken, Plum Cake, Chicken Stroganoff, Cup Cakes, Pancakes, Tiramisu","Budget Food, Sit and Read, Simple Decor, Pocket Friendly Place, Cosy Place, Staff Service",800,22.57002545,88.43478465637821
Mumbai Chinese,https://www.zomato.com/kolkata/mumbai-chinese-new-town,"Chinese, Rolls, Fast Food","New Town, Kolkata",Opens at 12noon,"Unitech Gate 2, Bidhan Nagar, Rajarhat, New Town, Kolkata",917603000000,1,1,0,0,-,0,3.5,9129,,,"Combos, Food Presentation, Timely Service, Great Portions, Good Food, Delicious Food",150,22.59591305,88.48786528277952
The Kitchen,https://www.zomato.com/kolkata/the-kitchen-lake-town,"Asian, North Indian, Continental, Beverages","Lake Town, Kolkata",Opens at 12noon,"P-188, Block-B, Lake Town, Kolkata",919875000000,1,1,1,0,4.1,436,4.2,256,,"Chocolate Paan, Spaghetti Pasta, Deserts, Naan, Starters, Chicken","Classy Decor, Family Place, Relaxed Atmosphere, More Variety, Courteous Staff, Family Crowd",900,26.254624,88.1820651
Ziqra Restaurant,https://www.zomato.com/kolkata/ziqra-restaurant-paikpara,"North Indian, Biryani, Mughlai","Paikpara, Kolkata",Opens at 1pm,"14, B.T Road, Paikpara, Kolkata",917981000000,1,1,1,0,3.7,64,3.9,2997,,,,500,22.6120515,88.3855648
Ahare,https://www.zomato.com/kolkata/ahare-kestopur,"Bengali, Chinese","Kestopur, Kolkata",Opens at 11am,"RGM 4, Siddharta Nagar Colony, Samarpally, Near Allen Laboratory, Kestopur, Kolkata",916292000000,1,1,0,0,-,0,3.4,937,,,,100,22.5837959,88.4351768
Sankalp,https://www.zomato.com/kolkata/sankalp-sector-5-salt-lake,"South Indian, Beverages, Ice Cream, Desserts","Sector 5, Salt Lake, Kolkata",Opens at 11am,"Shop R 4A & 4B, Plot 5, Block DP, Podium Level Godrej Waterside, Sector 5, Salt Lake, Kolkata",913346000000,1,1,1,0,4,279,3.6,626,,"Chettinad Idli, Rava Kesari, Mysore Dosa, Chutneys, Sambar, Vada","Ample Seating Area, Relaxed Atmosphere, Good for Large Groups, Good Value, Family Restaurant, Authentic Taste",400,22.5582184,88.4129084
Sri Krishna Hot Chips,https://www.zomato.com/kolkata/sri-krishna-hot-chips-sector-2-salt-lake,Street Food,"Sector 2, Salt Lake, Kolkata",Opens at 10am,"Block-BG-1, Near 7 Tank, Sector 2, Salt Lake, Kolkata",918584000000,1,1,0,0,-,0,4.3,91,,,,100,22.5582184,88.4129084
J.P. Pan Bhandar,https://www.zomato.com/kolkata/j-p-pan-bhandar-kankurgachi,Paan,"Kankurgachi, Kolkata",Opens at 7:30am,"P 1, C. I. T Road, Scheme 6M, Phool Bagan, Kankurgachi, Kolkata",918018000000,1,1,0,0,-,0,4.3,128,,,,150,22.578972450000002,88.39151741636809
Aahar Restaurant,https://www.zomato.com/kolkata/aahar-restaurant-1-sector-1-salt-lake,"Chinese, Bengali, Rolls, Biryani","Sector 1, Salt Lake, Kolkata",Opens at 12:30pm,"Shop 7, EC Market, Sector 1, Salt Lake, Kolkata",919874000000,1,1,1,0,3,74,3.6,1450,,,"Food Quality, Price, Quantity, Experience",450,22.57002545,88.43478465637821
The Wall,https://www.zomato.com/kolkata/the-wall-new-town,"Chinese, Japanese, Seafood, Thai, Desserts, Beverages","New Town, Kolkata",Opens at 12noon,"1st Floor, Ecosuite Business, New Town, Kolkata",919904000000,1,1,1,0,3.8,214,4.2,496,,"Chilli Garlic Noodles, Deserts, Starters, Soup, Fish","Ample Seating Area, Family Place, Good Ambience, Decor, Ambiance, Staff",800,22.59591305,88.48786528277952
Kadahi Kitchen,https://www.zomato.com/kolkata/kadahi-kitchen-sector-5-salt-lake,"North Indian, Chinese","Sector 5, Salt Lake, Kolkata",,"Block-NP, 214, Krishnapur, Electronic Complex, Sector 5, Salt Lake, Kolkata",918240000000,1,0,0,0,-,0,4,8,,,,150,22.5582184,88.4129084
Mama Mia! NMCO Natural Milkshake Company,https://www.zomato.com/kolkata/mama-mia-nmco-natural-milkshake-company-bangur,Beverages,"Bangur, Kolkata",,"Block A, 117 Bangur Avenue, Ground Floor, North 24 PGNS, Bangur, Kolkata",919830000000,1,0,0,0,-,0,3.9,0,,,,200,22.6058971,88.4111177
