Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost,latitudes,longitudes
Dakshin Masala,https://www.zomato.com/kolkata/dakshin-masala-chandni-chowk,"South Indian, Beverages","Chandni Chowk, Kolkata",,"1, B N Sarkar Saran, Chandni Chowk, Kolkata",919831000000,1,1,0,1,-,0,4,314,,,"Proper Packaging, Portion Size, Great Portions, Quantity, Food, Taste",150,22.5640235,88.3608177
Rajasthan Bhojnalaya,https://www.zomato.com/kolkata/rajasthan-bhojnalaya-bara-bazar,"North Indian, Rajasthani","Bara Bazar, Kolkata",Opens at 10:30am,"94, Ground Floor, Utkalmoni Gopabandhu, Bara Bazar, Kolkata",913323000000,1,1,1,1,3.8,176,3.9,2914,,,"Mouth Watering Food, Polite Staff, Tasty Food, Good Food",300,22.5801792,88.3528098
Meridian Inn,https://www.zomato.com/kolkata/meridian-inn-kidderpore,"Chinese, North Indian, Mughlai, Rolls","Kidderpore, Kolkata",Opens at 11am,"130/1, Karl Marx Sarani, Kidderpore, Kolkata",919831000000,1,1,1,0,3.6,219,4.1,802,,,"Good Portions, Cleanliness, Low Price, Polite Staff, Seating, Reasonable Price",500,22.53538,88.3206094
D'Ley,https://www.zomato.com/kolkata/dley-bara-bazar,"Chinese, Seafood","Bara Bazar, Kolkata",Opens at 11am,"16, Black Burn Lane, Bara Bazar, Kolkata",919831000000,1,1,1,0,3.9,294,4.2,2481,,"Foon Mee Mein, Roasted Pork, Schezwan Chicken, Mixed Fried Rice, Noodle, Meat","Not very Crowded, Low Price, Chinese, Reasonable Prices, Polite Staff, Prompt Service",500,22.5801792,88.3528098
Tung Fong,https://www.zomato.com/kolkata/tung-fong-park-street-area,"Chinese, Asian, Desserts","Park Street Area, Kolkata",Opens at 12noon,"25 B, Ground Floor, Karnani Mansion, Free School Street, Park Street Area, Kolkata",913341000000,1,1,1,0,4.4,3717,4.3,5127,Dine under the dome and feel like dining in China!,"Spicy Hoisin Chicken, Crispy Chili Fish, Honey Prawn, Chilli Garlic Pepper Fish, Chicken Tenders, Red Pepper Fish","Attentive Service, Classy Ambience, Classy Decor, Huge Place, Courteous Service, Affordable",1000,52.0855618,-0.7272059
Blakely Bakery And Confectionery,https://www.zomato.com/kolkata/blakely-bakery-and-confectionery-gariahat,"Bakery, Desserts","Gariahat, Kolkata",,"13/10A, Ground Floor, Anil Maitra Road, Gariahat, Kolkata",913336000000,1,0,0,0,-,0,4.3,254,,,,150,22.5196384,88.3656241
Kitchen Restaurant,https://www.zomato.com/kolkata/kitchen-restaurant-bara-bazar,"Biryani, North Indian, Chinese","Bara Bazar, Kolkata",Opens at 12noon,"75, Phears Lane, Bara Bazar, Kolkata",913322000000,1,1,1,0,3.9,343,4,12700,,"Paneer Manchurian, Firni, Egg, Mutton","Casual Seating Area, Economical, Great Recommendations, Perfect Presentation, Behavior, Timely Service",500,22.5801792,88.3528098
Ganguram & Sons,https://www.zomato.com/kolkata/ganguram-sons-golpark,"Mishti, Street Food","Golpark, Kolkata",Opens at 9am,"22/1, Gariahat Road, Ward 68, Golpark, Kolkata",919123000000,1,1,1,1,3.8,176,4.4,237,,"Radhaballavi, Kulfi, Lassi, Sweets",,200,22.513432100000003,88.40174450550997
Urban Cloud,https://www.zomato.com/kolkata/urban-cloud-topsia,"Biryani, Chinese, North Indian, Momos, Fast Food, Pizza","Topsia, Kolkata",,"139/1G, Tiljala Road, Near OYO Townhouse 229, Topsia, Kolkata",919331000000,1,0,0,0,-,0,3.7,398,,,,150,22.5418017,88.3869552
Zoya Biryani,https://www.zomato.com/kolkata/zoya-biryani-maniktala,"Biryani, North Indian","Maniktala, Kolkata",Opens at 12noon,"121/A, APC Road, Near Chaya Cinema, Maniktala, Kolkata",919315000000,1,1,0,0,-,0,3.8,9845,,,,150,22.5880896,88.3852834
Jessore Local,https://www.zomato.com/kolkata/jessore-local-ballygunge,Bengali,"Ballygunge, Kolkata",Opens at 11:30am,"13/5, Anil Maitra Road, Ballygunge, Kolkata",917676000000,1,1,0,0,-,0,3.7,9,,,,250,22.5280337,88.3659084
Tandoori Darbar,https://www.zomato.com/kolkata/tandoori-darbar-hazra,"North Indian, Chinese, Mughlai, Seafood, Beverages","Hazra, Kolkata",Opens at 12noon,"128, Hazra Road, Near Jatin Das Park Metro, Hazra, Kolkata",913325000000,1,1,1,0,3.8,664,4,2049,,"Butter Paneer, Chicken Tandoori, Butter Chicken, Naan, Kababs, Crispy Chicken","Good for Large Groups, Ample Seating Area, Staff Behaviour, Behavior, Good Ambience, Good Quality Food",750,22.5227232,88.3499241
Lebanese Junction - Steak House,https://www.zomato.com/kolkata/lebanese-junction-steak-house-hatibagan,"Lebanese, Steak, Continental, Desserts","Hatibagan, Kolkata",Opens at 12noon,"110, Aurobindo Sarani, Near Star Theatre, Hatibagan, Kolkata",918017000000,1,1,1,0,4,1094,4.1,7080,"Lebanese food cooked with minimal oil, making a healthier choice in some ways :P","Jumbo Chicken, Chicken Chelo Kebab, Shawarma Salad, Caramel Custard, Sunny Side, Grilled Chicken","Cozy Ambiance, Cute Little Place, Inexpensive, Healthy Food, Host, Great Recommendations",500,22.5949572,88.3709282
Calcutta Bistro,https://www.zomato.com/kolkata/calcutta-bistro-jadavpur,"Chinese, North Indian, Mughlai, Seafood, Thai","Jadavpur, Kolkata",Opens at 12noon,"50A/1A, Raja S.C. Mullick Road, Near Sukanta Setu, Jadavpur, Kolkata",913324000000,1,1,1,0,4.3,3480,4.2,1565,The after college hangout place,"Caribbean Drumstick, Balti Chicken, Reshmi Chicken Butter Masala, Masala Cola, Sweet Lime, Mutton Rara","Perfect Family Restaurant, Serving Staff, Gastronomical Experience, Pocket Friendly Prices, Reasonable Cost, Good for Large Groups",1000,22.495499,88.3709006
Biggies Burger,https://www.zomato.com/kolkata/biggies-burger-ballygunge,"Burger, American, Fast Food, Beverages","Ballygunge, Kolkata",10am â€“ 2am (Today),"1 B, Leela Roy Sarani, Ballygunge, Kolkata",919020000000,1,1,1,0,3.5,45,3.8,405,,,"Amazing Interiors, Humble Staff, Awesome Spot to Hangout, Great Veg Options, Servings, Healthy and Delicious",300,22.5280337,88.3659084
The Good Bowl,https://www.zomato.com/kolkata/the-good-bowl-gariahat,"North Indian, Asian, Biryani, Shake","Gariahat, Kolkata",,"29, 1st Lane, Gariahat, Kolkata",918828000000,1,0,0,0,-,0,4.2,983,,,,200,22.5196384,88.3656241
Dustarkhwan Restaurant,https://www.zomato.com/kolkata/dustarkhwan-restaurant-wellesley,"Biryani, Mughlai, North Indian","Wellesley, Kolkata",Opens at 12noon,"6, Muzaffar Ahmed Street, Wellesley, Kolkata",913322000000,1,1,1,0,3.8,198,3.7,11500,,,,700,22.5558499,88.3571668
Cocoa Bakery,https://www.zomato.com/kolkata/cocoa-bakery-ballygunge,Desserts,"Ballygunge, Kolkata",Opens at 9am,"99/2, Ballygunge Place, Ballygunge, Kolkata",913346000000,1,1,1,0,3.7,173,4.3,1737,,"Chocolate Boat, Macaroon, Lemon Tarts, Cappuccino, Virgin Mojito, Pastries","Coffee Date, Pretty Decor, Family Crowd, Student Crowd, Cafe, Food Presentation",500,22.5280337,88.3659084
Kwality Wallâ€™s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/kolkata/kwality-walls-frozen-dessert-and-ice-cream-shop-kankurgachi,"Ice Cream, Desserts","Kankurgachi, Kolkata",Opens at 11am,"232/1, Satin Sen Sarani, Borough-IN, Kankurgachi, Kolkata",919804000000,1,1,0,0,-,0,4.5,345,,,,100,22.578972450000002,88.39151741636809
Karim's - Original From Jama Masjid Delhi-6,https://www.zomato.com/kolkata/karims-original-from-jama-masjid-delhi-6-golpark,"North Indian, Mughlai, Desserts, Beverages, Biryani","Golpark, Kolkata",Opens at 12noon,"59, Ballygunge Gardens, Kolkata Municipal Corporation, Golpark, Kolkata",919682000000,1,1,1,0,-,0,-,0,,,"Elaborate Menu, Good Quality, Service, Food",800,22.513432100000003,88.40174450550997
Pizza Hutt,https://www.zomato.com/kolkata/pizza-hutt-picnic-garden,"Pizza, Burger, Sandwich, Fast Food","Picnic Garden, Kolkata",,"35/3/6/1, Topsia Road, Picnic Garden, Kolkata",917004000000,1,0,0,0,-,0,3.5,278,,,,200,22.5259951,88.3892586
Nepal Sweets,https://www.zomato.com/kolkata/nepal-sweets-elgin,"Mishti, Fast Food, Desserts","Elgin, Kolkata",Opens at 7am,"16B, Elgin, Kolkata",913325000000,1,1,0,1,-,0,4.1,4108,,,,100,22.537374800000002,88.34756170104649
Piccadilly Square,https://www.zomato.com/kolkata/piccadilly-square-elgin,"Cafe, Italian, Salad, Desserts, Pizza, Greek, Beverages, Sandwich","Elgin, Kolkata",Opens at 11am,"15B, Sarat Bose Road, Elgin, Kolkata",916292000000,1,1,1,1,4.5,1491,4.1,2191,Vegetarian Delicacies!,"Celestial Chocolate, Pita Sandwich, Savoury Crepe, Mushroom Crepe, Chocolate Crepe, Crepes","Outside Seating, Good Food Good Quality, Good for Large Groups, Family Place, Parking, Favorite Place",850,22.537374800000002,88.34756170104649
Yaara Da Dhaba,https://www.zomato.com/kolkata/yaara-da-dhaba-kasba,North Indian,"Kasba, Kolkata",,"15, Swinhoe Lane, Municipal Corporation, Kasba, Kolkata",917596000000,1,0,0,0,-,0,3.9,468,,,,150,22.5044355,88.3721663
Kamdhenu's Sweets,https://www.zomato.com/kolkata/kamdhenus-sweets-lake-market-area,Mishti,"Lake Market Area, Kolkata",Opens at 9am,"104, Rash Behari Avenue, Lake Road Market, Lake Market Area, Kolkata",918336000000,1,1,0,1,-,0,4.5,207,,,"Staff, Quality, Service, Taste",150,22.51637855,88.34872333799815
Garden Cafe,https://www.zomato.com/kolkata/garden-cafe-elgin,"South Indian, Fast Food, Beverages, Shake","Elgin, Kolkata",Opens at 12noon,"236, A.J.C Bose Road, Elgin, Kolkata",917440000000,1,1,1,1,3.4,75,4.1,789,South Indian Delights!!,,"Cafe, Menu, Ambience, Price",500,22.537374800000002,88.34756170104649
Mission Cafe,https://www.zomato.com/kolkata/mission-cafe-chandni-chowk,"North Indian, Fast Food, South Indian, Chinese, Beverages, Desserts, Shake","Chandni Chowk, Kolkata",Opens at 10:30am,"20, Ganesh Chandra Avenue, Chandni Chowk, Kolkata",913322000000,1,1,1,1,3.4,274,4,1099,Old world pizzas and the chole bhature still have the charm,"Chana Bhatura, Sambhar, Paneer Butter Masala, Dosa, Hakka Noodles","Decent Place, Location, Staff, Quantity",450,22.5640235,88.3608177
Blue Star Restaurant,https://www.zomato.com/kolkata/blue-star-restaurant-topsia,"Rolls, North Indian, Mughlai","Topsia, Kolkata",Opens at 12noon,"80 F, Tiljala, Topsia, Kolkata",916291000000,1,1,1,0,3.8,138,4,5670,,,,400,22.5418017,88.3869552
Eat.Right,https://www.zomato.com/kolkata/eat-right-hazra,"BBQ, Healthy Food, North Indian, Shake, Salad, Mexican, American","Hazra, Kolkata",,"122/1/1/L, Manoharpukur Road, Hazra, Kolkata",919748000000,1,0,0,0,-,0,4,1723,,"Cajun Shrimp, Salad, Pasta, Chicken","Healthy and Delicious, Fresh Food with Good Quality, Worth the Money, Portions, Delicious Food, Quantity",300,22.5227232,88.3499241
The Biryani Life,https://www.zomato.com/kolkata/the-biryani-life-ballygunge,"Biryani, North Indian","Ballygunge, Kolkata",,"29, 1st lane, Near Repose Nursing Home, Ballygunge, Kolkata",919987000000,1,0,0,0,-,0,3.5,191,,,,250,22.5280337,88.3659084
New Aliah Hotel & Caterer,https://www.zomato.com/kolkata/new-aliah-hotel-caterer-esplanade,"North Indian, Mughlai","Esplanade, Kolkata",Opens at 12noon,"31, Bentinck Street, Esplanade, Kolkata",919073000000,1,1,1,0,4.2,1003,4.1,1570,,"Haleem, Mutton Kassa, Mutton Rezala, Chicken Rezala, Stew, Mughlai Food","Good for Large Groups, Comfortable Seating Area, Servicing, Fast Service, Tandoori, Quick Service",600,22.563292,88.3503566
Delhi Cake Point,https://www.zomato.com/kolkata/delhi-cake-point-topsia,Bakery,"Topsia, Kolkata",Opens at 11am,"14/2, 2nd Lane, Topsia, Kolkata",919883000000,1,1,0,0,-,0,3.7,499,,,,50,22.5418017,88.3869552
Santa's Fantasea,https://www.zomato.com/kolkata/santas-fantasea-golpark,"Seafood, Chinese, Cantonese, Thai, Desserts","Golpark, Kolkata",Opens at 12noon,"9, Ballygunge Terrace, Near Anjali Jewellers, Golpark, Kolkata",918240000000,1,1,1,0,4.5,4303,4.1,795,,"Tankha Turani, Shanghai Octopus, Shanghai Squid, Tilhou Kheer, Dragon Pepper Squid, Jumbo Lobster","Well Sanitized Place, Interesting Decor, Unique Menu, Complimentary Drinks, Unique Decor, Service is Great",1000,22.513432100000003,88.40174450550997
Crystal Chimney,https://www.zomato.com/kolkata/crystal-chimney-chandni-chowk,"Chinese, Seafood, Mangalorean, North Indian","Chandni Chowk, Kolkata",Opens tomorrow at 12noon,"17, Chittaranjan Avenue, Chandni Chowk, Kolkata",913322000000,1,1,1,0,4.4,735,4.2,720,Varieties of Chinese Delicacies,"Lap Chi Kai Chicken, Shanghai Noodles, Devils Chicken, Drums of Heaven, Dragon Chicken, Chicken Lollipop","Stairs, Servings, Comfortable Seating Area, Cheap, Family Place, Chinese",550,22.5640235,88.3608177
Mayaram Restaurant,https://www.zomato.com/kolkata/mayaram-restaurant-theatre-road,"South Indian, Chinese, Fast Food, North Indian, Street Food, Beverages","Theatre Road, Kolkata",Opens at 11am,"1/2, Lord Sinha Road, Theatre Road, Kolkata",913365000000,1,1,1,1,3.2,210,3.7,1890,,"Soda Sikhanji, Paw Bhaji, Chowmein, Pizzas","Nice Place, Ambiance, Good Food, Prices, Staff",350,22.5442409,88.3592663
Cake House,https://www.zomato.com/kolkata/cake-house-topsia,"Bakery, Desserts","Topsia, Kolkata",Opens at 11am,"36/1E/1K/1, Near VIP Masjid, Topsia, Kolkata",919074000000,1,1,0,0,-,1,3.8,2100,,,,150,22.5418017,88.3869552
Adi Sree Hari Mistanna Bhandar,https://www.zomato.com/kolkata/adi-sree-hari-mistanna-bhandar-kalighat,"Mishti, Street Food, Desserts","Kalighat, Kolkata",Opens at 6:30am,"25A, Borough Viii, Ward 83, Kali Temple Road, Kalighat, Kolkata",913325000000,1,1,0,1,-,0,4.3,2638,,,,100,22.5153313,88.3477052
Raj Hotel & Restaurant,https://www.zomato.com/kolkata/raj-hotel-restaurant-ballygunge,"North Indian, Chinese, Bengali, Rolls, Beverages","Ballygunge, Kolkata",Opens at 11am,"115, Ekdalia Road, Ballygunge, Kolkata",919904000000,1,1,1,0,3.5,143,4.1,869,,"Noodle, Chicken Bharta, Rolls, Chilli Chicken","Reasonable Prices, Prompt Service, Hygiene, Worth the Money, Location, Good Food",500,22.5280337,88.3659084
Ballygunge Dhaba,https://www.zomato.com/kolkata/ballygunge-dhaba-ballygunge,"North Indian, Mughlai, Chinese, Fast Food","Ballygunge, Kolkata",Opens at 11:30am,"P23, Ashutosh Chowdhury Avenue, Ballygunge Phari, Ballygunge, Kolkata",918018000000,1,1,1,0,3.9,777,4.2,3037,,"Palak Paneer, Chicken Butter Masala, Kulfi, Lassi, Tandoori Chicken, Firni","Relaxed Atmosphere, Quick Service, Staff Behaviour, Prompt Service, Nice Food, Nice Ambience",600,22.5280337,88.3659084
Ebites@99,https://www.zomato.com/kolkata/ebites@99-1-esplanade,"Chinese, North Indian","Esplanade, Kolkata",,"3 A, Jawaharlal Lal Nehru Road, Near Metro Gali, Esplanade, Kolkata",918445000000,1,0,0,0,-,0,3.8,13,,,,100,22.563292,88.3503566
Adil Biryani,https://www.zomato.com/kolkata/adil-biryani-topsia,"Rolls, Mughlai, Biryani","Topsia, Kolkata",Opens at 11:58am,"24A/1, Topsia Road, Topsia, Kolkata",919876000000,1,1,0,0,-,0,3.4,79,,,,100,22.5418017,88.3869552
Golden Joy,https://www.zomato.com/kolkata/golden-joy-tangra,"Chinese, Seafood, Beverages","Tangra, Kolkata",Opens at 11:30am,"50/1, Matheswartala Tala Road, Near Gobinda Khatick Post Office, Tangra, Kolkata",913365000000,1,1,1,0,4.2,2752,4.1,4327,The place in Tangra which is always running a full-house during Dinner,"Blue Cooler, Prawn Chip, Duck Roast, Crispy Chilli Pork, Fry Prawns, Prawn Papad","Serving Staff, Valet Parking, Affordable Rate, Huge Place, Gastronomical Experience, Relaxed Atmosphere",1000,22.5565107,88.3795946
Guddu Biryani,https://www.zomato.com/kolkata/guddu-biryani-picnic-garden,"Biryani, North Indian","Picnic Garden, Kolkata","12midnight â€“ 2am, 11am â€“ 12midnight (Today)","6D, Kustia Road, Picnic Garden, Kolkata",917003000000,1,1,1,0,3.6,57,4,1229,,,,300,22.5259951,88.3892586
Red Bamboo Shoot Restaurant,https://www.zomato.com/kolkata/red-bamboo-shoot-restaurant-picnic-garden,"Chinese, Tibetan","Picnic Garden, Kolkata",Opens at 12noon,"7/3, C N Roy Road, Near SD Academy, Picnic Garden, Kolkata",919831000000,1,1,1,0,3.6,215,4.1,5928,,,"Hygiene, Great Portions, Flavour, Prices, Quantity, Good Food",500,22.5259951,88.3892586
Kaaram-The Andhra Kitchen,https://www.zomato.com/kolkata/kaaram-the-andhra-kitchen-park-street-area,"Biryani, Andhra","Park Street Area, Kolkata",Opens at 11:30am,"Flat 2, 93, Ground Floor, Park Street Area, Kolkata",913340000000,1,1,1,0,3.8,37,4.3,292,,,"Mouth Watering Food, Best Food under Best Budget, Wonderful Presentation, Perfect Presentation, Proper Packaging, Hospitality",500,52.0855618,-0.7272059
The Brooklyn Creamery - Healthy Ice Cream,https://www.zomato.com/kolkata/the-brooklyn-creamery-healthy-ice-cream-ballygunge,"Ice Cream, Desserts","Ballygunge, Kolkata",,"29, Old Ballygunge, 1st Lane, Near Repose Nursing Home, Ballygunge, Kolkata",917304000000,1,0,0,0,-,0,4,39,,,,200,22.5280337,88.3659084
Supper Me,https://www.zomato.com/kolkata/supper-me-1-minto-park,"Continental, Healthy Food, Salad, Wraps, Chinese, North Indian, Desserts, Beverages","Minto Park, Kolkata",Opens at 11:40am,"4/1, Prametesh Barua Sarani, Minto Park, Kolkata",919674000000,1,1,0,0,-,0,3.9,394,,,,200,22.541947399999998,88.35471347839723
Darshana Restaurant,https://www.zomato.com/kolkata/darshana-restaurant-bara-bazar,South Indian,"Bara Bazar, Kolkata",Opens at 9:04am,"154, Rabindra Sarani Road, Raja Katra, Jorasanko, Near Vishudhanand Hospital, Bara Bazar, Kolkata",919831000000,1,1,0,0,-,0,4,269,,,,100,22.5801792,88.3528098
6 Ballygunge Place Takeaway,https://www.zomato.com/kolkata/6-ballygunge-place-takeaway-kasba,"Mughlai, North Indian","Kasba, Kolkata",Opens at 10am,"9/15, Swhinoe Lane, Kasba, Kolkata",919837000000,1,1,0,0,-,0,4.2,459,,,"Combos, Spicy, Good Food, Service, Price, Quality",200,22.5044355,88.3721663
Kurry Patta,https://www.zomato.com/kolkata/kurry-patta-lake-market-area,"South Indian, North Indian, Chinese, Fast Food, Beverages","Lake Market Area, Kolkata",Opens at 7am,"P79, Lake Road, Lake Market Area, Kolkata",913380000000,1,1,1,0,3.9,88,4.2,1113,,,"Family Favorite, Trained Staff, Weekend Brunch, Family Crowd, Elaborate Menu, Customizable Food",500,22.51637855,88.34872333799815
Mocambo,https://www.zomato.com/kolkata/mocambo-park-street-area,"Continental, Italian, North Indian","Park Street Area, Kolkata",Opens at 12noon,"25B, Park Street, Park Street Area, Kolkata",913323000000,1,1,1,0,4.3,6971,4.2,4138,The Grills and Steaks in the warm and crisp ambiance.,"Mushroom Garlic Prawn, Mango Alaska, Crab Cocktail, Mixed Meat Risotto, Chateaubriand Beef Steak, Chicken Pavlograd","Excellent Variety, Dress Code, Classic Ambience, Classy Place, Table Service, Comfortable Chairs",800,52.0855618,-0.7272059
Moti Mahal Delux,https://www.zomato.com/kolkata/moti-mahal-delux-1-park-street-area,"North Indian, Chinese, Mughlai, Biryani, Kebab","Park Street Area, Kolkata",Opens at 11:45am,"6th Floor, Park Center Building, Park Street Area, Kolkata",917605000000,1,1,1,0,3.5,62,4.3,656,,,"Clean and Hygienic Place, Served Quickly, Fantastic Decoration, Delicious Taste, Affordable Prices, Good Ambience",1100,52.0855618,-0.7272059
The Chutney Co.,https://www.zomato.com/kolkata/the-chutney-co-elgin,South Indian,"Elgin, Kolkata",Opens at 8am,"15B, Sarat Bose Road, Elgin, Kolkata",916292000000,1,1,1,0,2.7,10,3.9,765,,,,400,22.537374800000002,88.34756170104649
Albela Biryani,https://www.zomato.com/kolkata/albela-biryani-picnic-garden,Biryani,"Picnic Garden, Kolkata",Opens at 12noon,"173, Picnic Garden Road, Picnic Garden, Kolkata",918778000000,1,1,1,0,3.6,1,3.7,719,,,,200,22.5259951,88.3892586
Hot Wok Village,https://www.zomato.com/kolkata/hot-wok-village-tangra,"Chinese, North Indian","Tangra, Kolkata",Opens at 11am,"56, South Tangra Road, Near Brindaban Garden, Tangra, Kolkata",919832000000,1,1,1,0,2.5,238,4,1051,,,"Parking Space, Food Quantity, Portion, Ambiance, Nice Place, Good Place",850,22.5565107,88.3795946
Krishna Snacks Bar,https://www.zomato.com/kolkata/krishna-snacks-bar-new-alipore,"South Indian, North Indian, Sandwich","New Alipore, Kolkata",Opens at 10am,"45, Bankim Mukherjee Sarani, New Alipore, Kolkata",913324000000,1,1,1,1,3.5,195,4.4,1610,,"Pav Bhaji, Masala Dosa, Sambar, Sandwiches, Chutney","Owner, Best Place, Good Place, Decor, Prices, Value for Money",400,22.51116475,88.3281116098478
Ruma's Kitchen,https://www.zomato.com/kolkata/rumas-kitchen-gariahat,Bengali,"Gariahat, Kolkata",Opens at 8:30am,"21B, Mani Mukherjee Road, Gariahat, Kolkata",919052000000,1,1,0,0,-,0,3.7,2231,,,,150,22.5196384,88.3656241
Dinner House,https://www.zomato.com/kolkata/dinner-house-beliaghata,"Biryani, Mughlai, North Indian, Chinese, Rolls","Beliaghata, Kolkata",Opens at 11:30am,"25A, Surah 3rd Lane, Near Beliaghata Police Station, Beliaghata, Kolkata",917044000000,1,1,1,0,3.9,432,4.3,8029,,"Cheesy Chicken Kebab, Chicken Tandoori, Chicken Biryani, Rolls","Family Place, Nice Food, Tasty Food, Best Place, Presentation, Good Food",500,22.5506557,88.40391715
Ping's Cafe Orient,https://www.zomato.com/kolkata/pings-cafe-orient-park-street-area,"Chinese, Thai, Healthy Food, Burmese, Vietnamese, Finger Food, Shake","Park Street Area, Kolkata",Opens at 12noon,"2A, Middleton Row, Near Loreto House College, Park Street Area, Kolkata",919830000000,1,1,1,0,4.4,940,4.2,1345,,"Sweet Potato Bao, Chocolate Marquise, Chicken Teriyaki Bao, Chicken Shumai, Prawn Sui Mai, Chocolate Dessert","Good Options, Relaxed Atmosphere, Gastronomical Experience, Ample Seating Area, Helpful Staff, Good for Large Groups",1500,52.0855618,-0.7272059
Bismillah Stores,https://www.zomato.com/kolkata/bismillah-stores-taltala,"Sandwich, Fast Food","Taltala, Kolkata",Opens at 12noon,"7, Ground Floor, Dedar Baksh Lane, Taltala, Kolkata",919805000000,1,1,0,0,-,0,3.6,529,,,"Delicious Food, Fresh Food, Good Quality, Packaging",100,22.474209950000002,88.35512632362978
Fat Mamma's,https://www.zomato.com/kolkata/fat-mammas-elgin,"Burger, Italian, Fast Food, Pizza, Pasta, Beverages","Elgin, Kolkata",,"60/1, Chowringhee Road, Ward 70, Elgin, Kolkata",919675000000,1,0,0,0,-,0,4,1067,,"Walnut Brownie, Margherita Pizza, Hot Wings, Cheese Pizza, Pastas, Burgers","Perfect Packaging, Large Servings, Very Affordable, Filling Food, Tamper Proof Packaging, Contactless Delivery",300,22.537374800000002,88.34756170104649
Masala Kitchen,https://www.zomato.com/kolkata/masala-kitchen-ballygunge,"North Indian, Biryani, Fast Food","Quest Mall, Ballygunge, Kolkata",Opens at 11:30am,"33, Floor 4, Quest Mall, Syed Ali Amir Avenue, Ballygunge, Kolkata",919073000000,1,1,1,0,3.7,189,4.3,226,,"Chana Bhatura, Combo Meals, Naan, Kebabs, Chicken","Nice Food, Spicy, Main Course, Prices, Staff, Menu",700,22.539025350000003,88.36570191241475
Royal Jade Chinese Restaurant,https://www.zomato.com/kolkata/royal-jade-chinese-restaurant-kasba,Chinese,"Kasba, Kolkata",,"1282, Rajdanga Main Road, Shantipally Area, Kasba, Kolkata",913341000000,1,1,1,0,3.9,467,4.3,1293,,"Tempura Prawns, Sweet Corn Soup, Mixed Fried Rice, Chicken Momo, Starter, Momos","Relaxed Atmosphere, Decorations, Friendly Staff, Good Quality Food, Nice Ambience, Food Taste",550,22.5044355,88.3721663
Pure Veg Meals by LunchBox,https://www.zomato.com/kolkata/pure-veg-meals-by-lunchbox-ballygunge,"North Indian, Desserts, Beverages, Shake","Ballygunge, Kolkata",,"29, Old Ballygune, First Lane, Ballygunge, Kolkata",917305000000,1,0,0,0,-,0,3.9,6,,,,200,22.5280337,88.3659084
Sharma Tiffin,https://www.zomato.com/kolkata/sharma-tiffin-1-taltala,Bengali,"Taltala, Kolkata",,"6/A, Indian Mirror Street, Taltala, Kolkata",916292000000,1,0,0,0,-,0,4,50,,,,100,22.474209950000002,88.35512632362978
Kolkata Kitchen,https://www.zomato.com/kolkata/kolkata-kitchen-hazra,"Bengali, Chinese, North Indian, Shake","Hazra, Kolkata",12noon â€“ 2am (Today),"97/6 A, Hazra Road, Hazra, Kolkata",919831000000,1,1,0,0,-,0,4,5785,,,"Extensive Menu, Worth the Money, Tasty Food, Great Portions, Timely Service, Portion",150,22.5227232,88.3499241
Foodie Folks,https://www.zomato.com/kolkata/foodie-folks-gariahat,"North Indian, Bengali, Chinese, Biryani, Thai","Gariahat, Kolkata",,"16, Suren Tagore Road, Ward 68, Gariahat, Kolkata",917004000000,1,0,0,0,-,0,4.1,1,,,,150,22.5196384,88.3656241
The Biryani Mahal,https://www.zomato.com/kolkata/the-biryani-mahal-park-street-area,"Biryani, North Indian","Park Street Area, Kolkata",11am â€“ 5am (Today),"54/2, Rafi Ahmed, Kidwai Road, Park Street Area, Kolkata",919832000000,1,1,1,0,3.8,147,3.5,4874,,,"Student Crowd, Amazing Food, Young Crowd, Fresh Food, Good Quantity, Tasty Food",400,52.0855618,-0.7272059
Rosy Roti,https://www.zomato.com/kolkata/rosy-roti-hazra,North Indian,"Hazra, Kolkata",,"1, Andul Raj Road, Hazra, Kolkata",916289000000,1,0,0,0,-,0,4,73,,,,150,22.5227232,88.3499241
Pa Pa Ya,https://www.zomato.com/kolkata/pa-pa-ya-park-street-area,"Asian, Chinese, Japanese, Thai","Park Street Area, Kolkata",Opens at 12noon,"Level 11, Magma House, Opposite Parkstreet Post Office, 24, Park Street Area, Kolkata",919074000000,1,0,1,0,4.8,1975,4.1,707,,"Rock Shrimp Tempura Roll, Sushi Sashimi, Lamb Rendang Curry, Crispy Rice, Sushi Boat, Chocolate Ball","Magnificent View, Sophisticated, Worth the Price, Awesome View, Beautiful View, Classy Ambience",2500,52.0855618,-0.7272059
South Indian Flavours,https://www.zomato.com/kolkata/south-indian-flavours-new-alipore,"South Indian, Beverages","New Alipore, Kolkata",Opens at 9am,"93, Somnath Lahiri Sarani, Tollygunge Circular Road, New Alipore, Kolkata",919331000000,1,1,0,0,-,0,4,358,,,,100,22.51116475,88.3281116098478
